scenario_id,complexity,map_size,terrain_template,weather_template,fire_template,drone_template,num_drones,difficulty,duration,success_probability
335,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
336,medium,50,mountainous,extreme,large_fire,standard,3,0.78,60,0.49999999999999994
337,medium,50,coastal,moderate,large_fire,standard,3,0.63,60,0.49999999999999994
338,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
339,medium,50,forest_sparse,calm,small_outbreak,standard,3,0.36,20,0.7
340,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
341,medium,50,forest_sparse,moderate,small_outbreak,massive,10,0.44999999999999996,12,0.8999999999999999
342,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
343,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
344,hard,80,mountainous,severe,large_fire,extended,5,0.8400000000000001,48,0.30000000000000004
345,hard,80,urban_interface,severe,mega_fire,extended,5,0.9,80,0.20000000000000004
346,hard,80,urban_interface,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
347,hard,80,mountainous,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
348,medium,50,coastal,severe,mega_fire,extended,5,0.78,80,0.5
349,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
350,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
351,hard,80,urban_interface,severe,large_fire,massive,10,0.8400000000000001,36,0.4
352,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
353,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
354,medium,50,forest_dense,severe,large_fire,extended,5,0.72,48,0.6
355,medium,50,mountainous,extreme,small_outbreak,standard,3,0.6,20,0.7
356,medium,50,mixed_terrain,calm,small_outbreak,extended,5,0.36,16,0.7999999999999999
357,hard,80,mountainous,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
358,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
359,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
360,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
361,medium,50,forest_sparse,calm,large_fire,massive,10,0.54,36,0.7
362,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
363,hard,80,mountainous,extreme,large_fire,massive,10,0.9000000000000001,36,0.4
364,medium,50,coastal,extreme,medium_fire,extended,5,0.69,32,0.7
365,medium,50,mixed_terrain,calm,mega_fire,minimal,1,0.6000000000000001,150,0.19999999999999996
366,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
367,medium,50,coastal,severe,large_fire,extended,5,0.72,48,0.6
368,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
369,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
370,medium,50,forest_dense,extreme,mega_fire,minimal,1,0.8400000000000001,150,0.19999999999999996
371,hard,80,mountainous,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
372,medium,50,urban_interface,moderate,medium_fire,minimal,1,0.54,60,0.39999999999999997
373,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
374,medium,50,coastal,calm,small_outbreak,standard,3,0.36,20,0.7
375,medium,50,forest_sparse,extreme,medium_fire,minimal,1,0.69,60,0.39999999999999997
376,medium,50,mountainous,moderate,medium_fire,minimal,1,0.54,60,0.39999999999999997
377,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
378,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
379,hard,80,urban_interface,severe,large_fire,extended,5,0.8400000000000001,48,0.30000000000000004
380,medium,50,urban_interface,extreme,medium_fire,standard,3,0.69,40,0.6
381,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
382,medium,50,urban_interface,extreme,medium_fire,extended,5,0.69,32,0.7
383,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
384,medium,50,urban_interface,severe,mega_fire,minimal,1,0.78,150,0.19999999999999996
385,hard,80,urban_interface,severe,large_fire,massive,10,0.8400000000000001,36,0.4
386,hard,80,urban_interface,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
387,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
388,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
389,hard,80,mountainous,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
390,hard,80,urban_interface,severe,large_fire,extended,5,0.8400000000000001,48,0.30000000000000004
391,hard,80,urban_interface,severe,large_fire,extended,5,0.8400000000000001,48,0.30000000000000004
392,medium,50,mixed_terrain,severe,medium_fire,standard,3,0.63,40,0.6
393,hard,80,mountainous,extreme,large_fire,massive,10,0.9000000000000001,36,0.4
394,medium,50,urban_interface,calm,large_fire,extended,5,0.54,48,0.6
395,medium,50,mixed_terrain,severe,large_fire,extended,5,0.72,48,0.6
396,medium,50,forest_sparse,calm,large_fire,standard,3,0.54,60,0.49999999999999994
397,medium,50,forest_sparse,moderate,mega_fire,massive,10,0.6900000000000001,60,0.6
398,medium,50,forest_sparse,moderate,mega_fire,extended,5,0.6900000000000001,80,0.5
399,medium,50,forest_dense,moderate,small_outbreak,standard,3,0.44999999999999996,20,0.7
400,medium,50,forest_sparse,calm,mega_fire,minimal,1,0.6000000000000001,150,0.19999999999999996
401,medium,50,coastal,calm,medium_fire,minimal,1,0.45,60,0.39999999999999997
402,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
403,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
404,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
405,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
406,medium,50,forest_sparse,calm,medium_fire,extended,5,0.45,32,0.7
407,hard,80,urban_interface,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
408,hard,80,urban_interface,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
409,medium,50,forest_dense,moderate,large_fire,extended,5,0.63,48,0.6
410,hard,80,mountainous,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
411,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
412,hard,80,mountainous,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
413,hard,80,urban_interface,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
414,medium,50,mountainous,extreme,medium_fire,extended,5,0.69,32,0.7
415,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
416,medium,50,coastal,severe,small_outbreak,minimal,1,0.54,30,0.49999999999999994
417,medium,50,mountainous,moderate,small_outbreak,minimal,1,0.44999999999999996,30,0.49999999999999994
418,medium,50,forest_sparse,severe,mega_fire,massive,10,0.78,60,0.6
419,medium,50,mixed_terrain,calm,small_outbreak,minimal,1,0.36,30,0.49999999999999994
420,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
421,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
422,medium,50,coastal,moderate,small_outbreak,extended,5,0.44999999999999996,16,0.7999999999999999
423,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
424,hard,80,mountainous,extreme,large_fire,massive,10,0.9000000000000001,36,0.4
425,medium,50,forest_sparse,moderate,large_fire,minimal,1,0.63,90,0.29999999999999993
426,hard,80,urban_interface,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
427,medium,50,urban_interface,moderate,large_fire,standard,3,0.63,60,0.49999999999999994
428,hard,80,mountainous,severe,large_fire,extended,5,0.8400000000000001,48,0.30000000000000004
429,hard,80,urban_interface,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
430,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
431,medium,50,forest_sparse,extreme,large_fire,massive,10,0.78,36,0.7
432,hard,80,urban_interface,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
433,medium,50,forest_dense,extreme,small_outbreak,extended,5,0.6,16,0.7999999999999999
434,hard,80,urban_interface,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
435,medium,50,urban_interface,severe,small_outbreak,minimal,1,0.54,30,0.49999999999999994
436,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
437,medium,50,mountainous,extreme,medium_fire,standard,3,0.69,40,0.6
438,medium,50,mountainous,moderate,medium_fire,minimal,1,0.54,60,0.39999999999999997
439,medium,50,mixed_terrain,extreme,small_outbreak,standard,3,0.6,20,0.7
440,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
441,hard,80,urban_interface,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
442,hard,80,mountainous,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
443,hard,80,urban_interface,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
444,medium,50,urban_interface,severe,large_fire,massive,10,0.72,36,0.7
445,hard,80,mountainous,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
446,medium,50,mountainous,calm,medium_fire,extended,5,0.45,32,0.7
447,medium,50,forest_sparse,extreme,small_outbreak,standard,3,0.6,20,0.7
448,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
449,medium,50,mixed_terrain,moderate,large_fire,minimal,1,0.63,90,0.29999999999999993
450,medium,50,forest_sparse,extreme,mega_fire,massive,10,0.8400000000000001,60,0.6
451,hard,80,mountainous,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
452,hard,80,urban_interface,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
453,medium,50,mixed_terrain,severe,medium_fire,standard,3,0.63,40,0.6
454,hard,80,mountainous,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
455,hard,80,mountainous,extreme,mega_fire,extended,5,0.96,80,0.20000000000000004
456,hard,80,mountainous,severe,large_fire,massive,10,0.8400000000000001,36,0.4
457,hard,80,mountainous,extreme,large_fire,massive,10,0.9000000000000001,36,0.4
458,medium,50,forest_dense,extreme,mega_fire,massive,10,0.8400000000000001,60,0.6
459,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
460,medium,50,forest_dense,extreme,large_fire,minimal,1,0.78,90,0.29999999999999993
461,medium,50,coastal,extreme,medium_fire,extended,5,0.69,32,0.7
462,medium,50,forest_sparse,calm,large_fire,extended,5,0.54,48,0.6
463,medium,50,forest_sparse,extreme,large_fire,massive,10,0.78,36,0.7
464,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
465,medium,50,forest_sparse,calm,large_fire,extended,5,0.54,48,0.6
466,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
467,medium,50,mixed_terrain,calm,medium_fire,extended,5,0.45,32,0.7
468,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
469,medium,50,coastal,calm,mega_fire,massive,10,0.6000000000000001,60,0.6
470,medium,50,urban_interface,calm,mega_fire,minimal,1,0.6000000000000001,150,0.19999999999999996
471,medium,50,coastal,extreme,medium_fire,massive,10,0.69,24,0.8
472,medium,50,mountainous,calm,medium_fire,extended,5,0.45,32,0.7
473,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
474,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
475,medium,50,mixed_terrain,severe,small_outbreak,extended,5,0.54,16,0.7999999999999999
476,hard,80,urban_interface,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
477,medium,50,forest_dense,calm,medium_fire,massive,10,0.45,24,0.8
478,easy,30,forest_sparse,calm,small_outbreak,minimal,1,0.24,30,0.7
479,hard,80,urban_interface,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
480,medium,50,coastal,calm,large_fire,minimal,1,0.54,90,0.29999999999999993
481,medium,50,forest_sparse,severe,large_fire,massive,10,0.72,36,0.7
482,hard,80,urban_interface,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
483,medium,50,mixed_terrain,calm,medium_fire,standard,3,0.45,40,0.6
484,medium,50,mixed_terrain,extreme,small_outbreak,massive,10,0.6,12,0.8999999999999999
485,hard,80,mountainous,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
486,hard,80,urban_interface,extreme,large_fire,extended,5,0.9000000000000001,48,0.30000000000000004
487,medium,50,mountainous,calm,small_outbreak,extended,5,0.36,16,0.7999999999999999
488,hard,80,urban_interface,extreme,large_fire,massive,10,0.9000000000000001,36,0.4
489,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
490,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
491,medium,50,forest_dense,extreme,small_outbreak,extended,5,0.6,16,0.7999999999999999
492,medium,50,mixed_terrain,calm,medium_fire,extended,5,0.45,32,0.7
493,medium,50,coastal,extreme,large_fire,massive,10,0.78,36,0.7
494,hard,80,mountainous,severe,mega_fire,massive,10,0.9,60,0.30000000000000004
495,hard,80,urban_interface,severe,mega_fire,extended,5,0.9,80,0.20000000000000004
496,medium,50,mountainous,moderate,large_fire,standard,3,0.63,60,0.49999999999999994
497,hard,80,urban_interface,extreme,mega_fire,massive,10,0.96,60,0.30000000000000004
498,medium,50,forest_dense,extreme,large_fire,standard,3,0.78,60,0.49999999999999994
499,easy,30,mixed_terrain,calm,small_outbreak,minimal,1,0.24,30,0.7
